Race_Ethc_Visa,Gender,HSGPA,SAT_Total,Entry_Term,Term.GPA,Persistence.NextYear,N.RegisteredCourse,N.Ws,N.DFs,N.As,N.PassedCourse,N.CourseTaken,Perc.PassedEnrolledCourse,Perc.Pass,Perc.Withd,N.GraduateCourse,FullTimeStudent
Multi,Female,63,1131,2141,2.26,1,6,1,2,1,3,5,0.5,0.6,0.166666667,0,1
Afram,Male,70,956,2141,1.35,1,5,1,1,3,3,4,0.6,0.75,0.2,1,1
Asian,Female,67,1214,2141,3.49,1,2,1,0,1,1,1,0.5,1,0.5,1,0
White,Male,72,1211,2141,3.42,1,8,1,4,2,3,7,0.375,0.428571429,0.125,2,1
Asian,Male,60,1371,2141,3.37,1,3,1,0,0,2,2,0.666666667,1,0.333333333,0,0
Afram,Female,85,1023,2131,0.52,0,1,1,0,0,0,0,0,NA,1,1,0
Hispanic,Female,61,1506,2141,2.28,1,3,0,0,0,3,3,1,1,0,0,1
White,Female,65,1045,2141,2.87,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Multi,Male,70,1220,2141,2.53,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
Hispanic,Female,69,1224,2141,1.35,0,6,0,1,2,5,6,0.833333333,0.833333333,0,0,1
Asian,Female,72,1556,2141,0.53,1,7,1,3,1,3,6,0.428571429,0.5,0.142857143,1,1
Multi,Male,82,1439,2141,1.82,0,2,0,0,1,2,2,1,1,0,0,0
Hispanic,Female,56,1303,2141,2.45,1,2,0,2,0,0,2,0,0,0,0,0
Hispanic,Male,76,1187,2141,0.62,0,7,0,2,2,5,7,0.714285714,0.714285714,0,3,1
Afram,Male,54,1053,2141,0.98,0,4,0,1,1,3,4,0.75,0.75,0,1,1
Hispanic,Male,77,1035,2141,2.84,1,7,1,2,2,4,6,0.571428571,0.666666667,0.142857143,3,1
White,Male,65,1041,2131,2.27,1,4,0,0,1,4,4,1,1,0,1,1
Asian,Male,96,1035,2141,0.9,1,4,1,1,1,2,3,0.5,0.666666667,0.25,1,1
Hispanic,Male,72,1487,2141,2.13,1,4,1,3,0,0,3,0,0,0.25,0,1
White,Female,89,956,2141,0.61,0,1,0,0,1,1,1,1,1,0,1,0
Multi,Female,91,1574,2141,3.1,1,4,0,3,0,1,4,0.25,0.25,0,0,1
Afram,Male,94,1095,2141,3.44,1,3,0,1,0,2,3,0.666666667,0.666666667,0,1,1
Multi,Female,75,1216,2141,1.01,0,2,1,0,0,1,1,0.5,1,0.5,0,0
Hispanic,Female,76,1364,2141,1.9,1,3,1,2,0,0,2,0,0,0.333333333,0,0
White,Male,70,1144,2141,2.41,1,2,0,1,0,1,2,0.5,0.5,0,1,0
Asian,Female,74,900,2141,1.21,0,7,1,2,1,4,6,0.571428571,0.666666667,0.142857143,2,1
Asian,Male,73,1520,2141,2.34,1,4,0,2,1,2,4,0.5,0.5,0,0,1
White,Female,96,1136,2131,1.51,1,4,2,0,1,2,2,0.5,1,0.5,1,0
White,Female,58,905,2141,3.95,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Hispanic,Female,93,1057,2141,1.98,1,5,1,2,1,2,4,0.4,0.5,0.2,0,1
Hispanic,Female,76,1211,2141,3.07,1,3,0,0,0,3,3,1,1,0,0,1
Afram,Female,60,976,2141,1.75,0,4,2,2,0,0,2,0,0,0.5,2,0
Multi,Female,71,1390,2141,2.27,1,2,0,0,0,2,2,1,1,0,2,0
Asian,Male,91,1099,2141,3.46,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Female,78,1122,2141,0.6,0,3,0,1,1,2,3,0.666666667,0.666666667,0,1,1
Afram,Male,77,1237,2141,0.51,0,5,1,1,1,3,4,0.6,0.75,0.2,1,1
Hispanic,Female,54,1353,2141,3.16,0,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
White,Female,77,1385,2141,3.53,1,3,0,1,0,2,3,0.666666667,0.666666667,0,1,1
Asian,Male,71,1158,2131,2.65,1,5,1,0,0,4,4,0.8,1,0.2,1,1
Asian,Male,96,1412,2141,2.69,1,4,1,2,0,1,3,0.25,0.333333333,0.25,1,1
White,Female,81,1134,2141,0.71,0,3,1,0,0,2,2,0.666666667,1,0.333333333,0,0
Hispanic,Male,87,1316,2141,3.56,1,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Multi,Male,64,1584,2141,0.82,0,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Hispanic,Female,65,1222,2141,0.89,0,4,0,0,2,4,4,1,1,0,2,1
Asian,Female,79,1385,2141,0.66,0,3,0,1,2,2,3,0.666666667,0.666666667,0,0,1
Hispanic,Female,65,1377,2141,1.91,1,2,0,2,0,0,2,0,0,0,0,0
Hispanic,Female,74,1389,2141,3.38,1,4,0,2,2,2,4,0.5,0.5,0,1,1
Asian,Female,76,1140,2141,1.78,1,2,1,1,0,0,1,0,0,0.5,0,0
Afram,Male,71,938,2141,3.58,1,7,1,1,2,5,6,0.714285714,0.833333333,0.142857143,3,1
White,Male,74,1291,2141,3.01,1,4,0,1,1,3,4,0.75,0.75,0,1,1
Asian,Male,58,975,2141,1.07,0,3,0,1,2,2,3,0.666666667,0.666666667,0,2,1
Hispanic,Male,72,1443,2141,3.85,1,6,1,1,3,4,5,0.666666667,0.8,0.166666667,3,1
Afram,Male,70,1435,2141,2.31,1,4,0,1,2,3,4,0.75,0.75,0,1,1
Asian,Female,84,1262,2141,3.26,1,2,1,1,0,0,1,0,0,0.5,0,0
Afram,Male,52,1301,2141,1.96,0,6,3,2,1,1,3,0.166666667,0.333333333,0.5,2,1
White,Female,84,1145,2141,0.79,0,8,2,1,3,5,6,0.625,0.833333333,0.25,1,1
White,Female,90,1365,2141,0.98,0,4,0,1,1,3,4,0.75,0.75,0,0,1
Multi,Female,96,1224,2141,2.06,1,5,1,1,1,3,4,0.6,0.75,0.2,1,1
Hispanic,Female,81,1117,2141,1.31,1,6,0,2,3,4,6,0.666666667,0.666666667,0,0,1
Hispanic,Female,84,1437,2141,3.88,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,0,0
Hispanic,Female,58,1519,2141,1.24,0,2,0,1,0,1,2,0.5,0.5,0,0,0
Hispanic,Female,90,1124,2141,2.79,1,3,0,1,0,2,3,0.666666667,0.666666667,0,1,1
Hispanic,Female,88,1470,2141,3.39,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
White,Female,89,1304,2141,2.29,1,4,1,2,1,1,3,0.25,0.333333333,0.25,0,1
Asian,Male,77,1126,2141,0.72,0,4,2,0,1,2,2,0.5,1,0.5,0,0
White,Male,73,1575,2141,0.52,0,1,0,1,0,0,1,0,0,0,0,0
Afram,Male,70,1155,2141,3.07,1,5,0,2,2,3,5,0.6,0.6,0,2,1
Afram,Male,71,1580,2141,3.61,1,2,1,1,0,0,1,0,0,0.5,1,0
Asian,Female,97,1192,2141,1,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Asian,Male,89,1516,2131,1.82,1,5,0,0,2,5,5,1,1,0,0,1
White,Male,98,1211,2141,2,1,8,2,2,1,4,6,0.5,0.666666667,0.25,0,1
White,Male,88,1177,2141,0.62,0,4,0,1,0,3,4,0.75,0.75,0,2,1
Multi,Male,52,1088,2141,0.5,0,5,1,3,0,1,4,0.2,0.25,0.2,3,1
Multi,Male,81,1347,2141,3.27,0,6,0,2,1,4,6,0.666666667,0.666666667,0,1,1
Afram,Male,56,1560,2141,0.76,0,3,0,0,1,3,3,1,1,0,3,1
Asian,Female,60,1071,2141,1.37,0,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Afram,Male,67,1551,2141,3.9,1,6,2,1,0,3,4,0.5,0.75,0.333333333,3,1
Hispanic,Male,86,1396,2141,1,0,1,0,0,1,1,1,1,1,0,0,0
Afram,Male,93,1492,2141,2.04,1,2,0,1,1,1,2,0.5,0.5,0,1,0
Afram,Male,59,1141,2141,3.42,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Hispanic,Female,62,1299,2131,0.81,0,5,2,0,1,3,3,0.6,1,0.4,1,1
Afram,Male,56,1027,2141,1.66,1,1,0,0,0,1,1,1,1,0,0,0
Multi,Female,91,1181,2141,1.51,1,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Hispanic,Male,70,1546,2141,3.55,1,3,2,0,1,1,1,0.333333333,1,0.666666667,0,0
Afram,Male,92,1593,2141,3.07,1,7,0,3,1,4,7,0.571428571,0.571428571,0,1,1
Hispanic,Male,75,1132,2141,3.61,1,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
White,Male,91,1390,2141,2.67,1,1,1,0,0,0,0,0,NA,1,0,0
Hispanic,Female,73,956,2141,1.52,0,5,2,1,1,2,3,0.4,0.666666667,0.4,0,1
Asian,Female,74,907,2141,0.88,1,5,0,3,0,2,5,0.4,0.4,0,1,1
Afram,Male,62,1144,2141,2.28,1,2,0,0,0,2,2,1,1,0,0,0
Hispanic,Male,63,1289,2141,1.56,0,2,0,0,2,2,2,1,1,0,1,0
Hispanic,Male,91,1471,2131,2.28,1,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
Hispanic,Male,63,936,2141,1.11,0,3,0,0,1,3,3,1,1,0,0,1
Multi,Female,63,962,2141,1.94,0,3,0,1,1,2,3,0.666666667,0.666666667,0,1,1
Multi,Female,87,1078,2141,2.88,1,6,1,5,0,0,5,0,0,0.166666667,0,1
Asian,Female,81,1311,2141,3.53,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Multi,Male,69,1132,2141,1.76,1,2,0,1,0,1,2,0.5,0.5,0,0,0
White,Female,79,1012,2141,0.52,0,5,2,1,1,2,3,0.4,0.666666667,0.4,0,1
Afram,Female,94,1413,2141,2.29,1,4,0,2,0,2,4,0.5,0.5,0,1,1
Asian,Male,95,1409,2141,2.7,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Afram,Female,72,1160,2141,2.02,1,2,0,1,0,1,2,0.5,0.5,0,1,0
Afram,Female,57,1278,2141,3.04,1,2,0,2,0,0,2,0,0,0,1,0
Afram,Male,92,1126,2131,3.56,1,2,0,0,0,2,2,1,1,0,0,0
Multi,Male,88,1586,2131,3.12,1,4,0,0,1,4,4,1,1,0,0,1
Asian,Female,100,1069,2141,2.31,1,5,1,1,1,3,4,0.6,0.75,0.2,3,1
Asian,Female,81,1364,2141,0.53,0,3,1,0,0,2,2,0.666666667,1,0.333333333,0,0
Afram,Male,89,1121,2141,3.83,1,4,2,1,0,1,2,0.25,0.5,0.5,2,0
Afram,Male,65,900,2141,3.12,0,1,0,1,0,0,1,0,0,0,0,0
Afram,Female,76,1297,2141,2.3,1,5,0,3,1,2,5,0.4,0.4,0,0,1
Asian,Male,84,1221,2141,1.11,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Afram,Female,64,945,2141,0.92,0,2,0,0,1,2,2,1,1,0,1,0
Multi,Male,93,1417,2141,3.44,1,5,2,2,0,1,3,0.2,0.333333333,0.4,2,1
Hispanic,Female,69,1467,2141,3.61,1,2,0,0,0,2,2,1,1,0,0,0
Asian,Male,96,1141,2141,2.65,1,5,2,1,0,2,3,0.4,0.666666667,0.4,1,1
Asian,Male,99,1256,2131,2.47,1,2,0,0,0,2,2,1,1,0,1,0
Afram,Male,78,1446,2141,3.47,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Afram,Male,71,1567,2141,3.26,0,2,0,2,0,0,2,0,0,0,1,0
Multi,Male,82,1302,2141,3.29,0,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Hispanic,Female,72,1473,2141,3.43,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Multi,Female,52,1526,2141,1.38,0,5,0,4,0,1,5,0.2,0.2,0,0,1
Multi,Female,94,1010,2141,2.72,1,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
Asian,Male,66,1600,2141,3.04,1,5,1,0,1,4,4,0.8,1,0.2,0,1
Hispanic,Male,69,1599,2141,0.64,0,2,1,0,0,1,1,0.5,1,0.5,0,0
White,Male,72,1448,2141,3.18,0,3,1,1,1,1,2,0.333333333,0.5,0.333333333,0,0
White,Female,78,1143,2141,0.72,0,2,0,1,1,1,2,0.5,0.5,0,0,0
Afram,Male,98,1470,2141,1.89,1,2,0,0,1,2,2,1,1,0,1,0
Multi,Male,65,1123,2141,2.78,1,6,2,2,0,2,4,0.333333333,0.5,0.333333333,0,1
Hispanic,Female,90,1535,2141,0.58,0,2,1,0,0,1,1,0.5,1,0.5,1,0
Asian,Female,99,1429,2141,3.06,1,5,1,0,0,4,4,0.8,1,0.2,1,1
Hispanic,Female,50,1239,2141,0.77,0,3,1,2,0,0,2,0,0,0.333333333,0,0
Asian,Female,63,1394,2141,2.69,1,5,1,1,0,3,4,0.6,0.75,0.2,1,1
Asian,Female,70,917,2141,1.02,0,3,2,1,0,0,1,0,0,0.666666667,2,0
Asian,Female,100,1001,2141,3.57,1,7,0,3,1,4,7,0.571428571,0.571428571,0,1,1
White,Male,63,920,2141,0.68,0,2,0,0,2,2,2,1,1,0,1,0
Multi,Female,82,1226,2141,1.26,0,2,0,1,0,1,2,0.5,0.5,0,0,0
Asian,Female,73,1498,2131,3.28,1,1,1,0,0,0,0,0,NA,1,0,0
White,Male,80,1535,2141,2.3,1,1,0,0,0,1,1,1,1,0,0,0
Multi,Male,100,1544,2141,1.71,1,4,1,2,0,1,3,0.25,0.333333333,0.25,1,1
Asian,Male,65,1534,2141,0.74,0,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Multi,Male,96,1487,2141,3.01,1,4,0,2,0,2,4,0.5,0.5,0,1,1
White,Female,71,1221,2141,3.6,1,5,0,1,0,4,5,0.8,0.8,0,0,1
White,Male,74,1251,2141,2.67,1,5,1,3,0,1,4,0.2,0.25,0.2,1,1
White,Male,88,1085,2141,2.24,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
Multi,Male,67,964,2141,1.11,0,3,1,0,0,2,2,0.666666667,1,0.333333333,0,0
Afram,Female,71,1103,2141,2.4,1,2,0,2,0,0,2,0,0,0,0,0
Afram,Female,67,900,2141,3.42,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,2,0
Multi,Female,70,1399,2131,1.15,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Afram,Female,61,1010,2141,1.7,1,4,0,2,0,2,4,0.5,0.5,0,1,1
Multi,Male,95,1553,2141,2.85,1,4,0,0,2,4,4,1,1,0,1,1
Multi,Female,83,1540,2141,2.87,1,4,2,2,0,0,2,0,0,0.5,1,0
Asian,Female,98,925,2141,2.07,1,4,1,3,0,0,3,0,0,0.25,0,1
Hispanic,Female,61,940,2141,3.49,1,6,1,1,2,4,5,0.666666667,0.8,0.166666667,1,1
Asian,Female,73,1042,2141,2.41,1,2,0,0,1,2,2,1,1,0,0,0
Hispanic,Female,80,1118,2141,2.44,1,2,0,0,1,2,2,1,1,0,1,0
White,Female,71,1183,2141,2.16,1,5,1,3,1,1,4,0.2,0.25,0.2,0,1
Afram,Male,70,1509,2141,2.59,1,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Afram,Female,74,947,2141,2.14,1,4,1,2,1,1,3,0.25,0.333333333,0.25,1,1
White,Female,76,1362,2131,3.64,1,6,4,0,1,2,2,0.333333333,1,0.666666667,0,0
Multi,Male,63,1403,2141,1.71,0,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Afram,Female,75,1022,2141,0.8,0,5,2,1,1,2,3,0.4,0.666666667,0.4,0,1
White,Female,92,1326,2141,1.61,1,2,0,0,0,2,2,1,1,0,0,0
White,Female,89,1528,2141,3.27,0,4,0,2,2,2,4,0.5,0.5,0,0,1
Multi,Female,70,1307,2141,2.38,1,7,0,4,1,3,7,0.428571429,0.428571429,0,1,1
Afram,Female,75,1380,2141,1.76,1,5,2,1,0,2,3,0.4,0.666666667,0.4,2,1
White,Female,76,1290,2141,1.91,0,3,0,2,1,1,3,0.333333333,0.333333333,0,0,1
Afram,Female,77,1076,2141,2.38,1,1,0,1,0,0,1,0,0,0,0,0
Asian,Female,70,1151,2141,2.53,1,4,1,2,1,1,3,0.25,0.333333333,0.25,1,1
Hispanic,Male,71,1401,2141,3.53,1,5,2,2,0,1,3,0.2,0.333333333,0.4,1,1
Hispanic,Female,86,1016,2131,1.21,1,4,2,0,1,2,2,0.5,1,0.5,1,0
Afram,Male,73,1327,2141,2.93,1,5,1,1,2,3,4,0.6,0.75,0.2,3,1
Asian,Male,84,1025,2141,1.11,0,4,0,1,2,3,4,0.75,0.75,0,2,1
Multi,Male,73,1502,2141,2.16,1,5,1,1,3,3,4,0.6,0.75,0.2,1,1
Hispanic,Female,83,1013,2141,3.31,0,6,0,3,1,3,6,0.5,0.5,0,2,1
White,Male,72,1280,2141,3.53,1,4,2,2,0,0,2,0,0,0.5,0,0
White,Male,88,1030,2141,0.72,0,1,0,0,0,1,1,1,1,0,0,0
Multi,Male,100,913,2141,1.43,1,2,0,0,0,2,2,1,1,0,0,0
Afram,Male,70,1027,2141,3.78,1,4,1,3,0,0,3,0,0,0.25,1,1
Asian,Female,75,1422,2141,3.4,1,4,1,1,0,2,3,0.5,0.666666667,0.25,1,1
Asian,Male,84,976,2141,1.07,0,1,0,0,0,1,1,1,1,0,0,0
White,Female,71,1383,2131,2.27,1,2,1,0,0,1,1,0.5,1,0.5,1,0
White,Male,78,1074,2141,3.33,0,5,0,2,2,3,5,0.6,0.6,0,0,1
White,Male,65,1497,2141,3.05,1,10,2,0,3,8,8,0.8,1,0.2,3,1
Afram,Female,84,1045,2141,2.53,1,2,1,0,1,1,1,0.5,1,0.5,2,0
Asian,Female,70,1415,2141,3.92,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
Asian,Female,85,918,2141,3.46,1,4,2,2,0,0,2,0,0,0.5,0,0
Asian,Female,86,1374,2141,3.68,1,5,0,1,1,4,5,0.8,0.8,0,0,1
White,Female,81,1187,2141,3.06,1,3,0,2,0,1,3,0.333333333,0.333333333,0,1,1
White,Female,95,945,2141,2.54,1,2,0,2,0,0,2,0,0,0,0,0
Asian,Male,94,1013,2141,2.2,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Asian,Female,70,1554,2141,2.24,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
White,Male,71,1361,2131,2.92,1,8,4,0,0,4,4,0.5,1,0.5,1,1
Hispanic,Female,64,1052,2141,3.56,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,0,0
Asian,Male,68,942,2141,1.52,1,1,0,0,0,1,1,1,1,0,0,0
Afram,Female,72,1293,2141,2.23,1,5,0,1,2,4,5,0.8,0.8,0,1,1
Multi,Male,92,1461,2141,1.32,1,5,1,2,1,2,4,0.4,0.5,0.2,0,1
Afram,Male,94,1065,2141,2.42,1,3,1,0,0,2,2,0.666666667,1,0.333333333,1,0
Hispanic,Female,76,1192,2141,1.62,0,2,0,1,1,1,2,0.5,0.5,0,0,0
Hispanic,Female,77,1479,2141,0.98,1,3,0,0,1,3,3,1,1,0,0,1
White,Female,70,1169,2141,1.04,1,4,1,0,0,3,3,0.75,1,0.25,1,1
Afram,Female,81,967,2141,3.95,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,0,0
Asian,Male,99,1584,2141,2.38,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,0,0
Asian,Male,75,1246,2141,1,0,2,0,1,1,1,2,0.5,0.5,0,1,0
Afram,Male,62,1558,2141,3.91,1,1,0,1,0,0,1,0,0,0,0,0
Asian,Male,97,994,2141,1.75,1,3,0,0,2,3,3,1,1,0,0,1
White,Female,61,1277,2141,3.55,1,1,0,0,0,1,1,1,1,0,0,0
Asian,Male,93,1331,2141,1.27,1,6,0,2,0,4,6,0.666666667,0.666666667,0,1,1
Afram,Male,69,1192,2141,3.32,0,2,0,1,0,1,2,0.5,0.5,0,0,0
Hispanic,Female,61,1040,2141,3.47,1,2,0,0,1,2,2,1,1,0,0,0
Hispanic,Male,99,931,2141,1.72,1,2,0,1,0,1,2,0.5,0.5,0,1,0
Afram,Male,62,1037,2141,3.86,1,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Multi,Male,71,934,2141,3.78,1,4,1,3,0,0,3,0,0,0.25,0,1
Afram,Female,82,1037,2131,3.18,1,5,3,0,1,2,2,0.4,1,0.6,1,0
Hispanic,Male,100,1140,2131,2.88,1,2,0,0,0,2,2,1,1,0,1,0
Asian,Female,100,1375,2141,2.93,1,2,0,0,2,2,2,1,1,0,1,0
Asian,Female,86,1267,2141,3.83,1,4,0,0,1,4,4,1,1,0,1,1
Multi,Male,62,1171,2141,3.09,1,2,0,0,1,2,2,1,1,0,2,0
Hispanic,Female,67,1453,2141,3.96,1,5,0,1,0,4,5,0.8,0.8,0,0,1
Hispanic,Female,94,938,2141,3.03,1,4,1,2,1,1,3,0.25,0.333333333,0.25,2,1
Multi,Male,57,1173,2141,2.5,1,8,0,5,1,3,8,0.375,0.375,0,0,1
Asian,Female,82,1165,2141,2.67,1,7,1,4,0,2,6,0.285714286,0.333333333,0.142857143,1,1
White,Male,72,1223,2141,3.71,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Multi,Male,77,1069,2141,0.52,0,2,0,1,0,1,2,0.5,0.5,0,0,0
White,Male,50,1027,2141,1.63,0,1,0,0,0,1,1,1,1,0,1,0
Hispanic,Female,86,1280,2131,3.84,1,6,2,0,2,4,4,0.666666667,1,0.333333333,1,1
White,Male,87,988,2141,2.06,1,1,0,0,0,1,1,1,1,0,0,0
Multi,Male,66,1197,2141,0.72,0,3,0,0,3,3,3,1,1,0,1,1
Hispanic,Female,62,972,2141,2.51,1,4,0,0,2,4,4,1,1,0,0,1
Hispanic,Male,99,1463,2141,3.6,1,7,2,2,2,3,5,0.428571429,0.6,0.285714286,1,1
Asian,Female,80,1340,2141,0.92,0,3,2,1,0,0,1,0,0,0.666666667,1,0
Hispanic,Male,65,1528,2141,2.82,1,1,0,1,0,0,1,0,0,0,0,0
Hispanic,Female,95,1311,2141,2.68,1,3,0,1,1,2,3,0.666666667,0.666666667,0,1,1
White,Male,57,1349,2141,1.81,0,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
Multi,Female,99,964,2141,2.74,1,8,2,3,1,3,6,0.375,0.5,0.25,0,1
Multi,Female,88,1496,2141,3.78,1,2,1,0,0,1,1,0.5,1,0.5,2,0
Afram,Female,77,1251,2131,2.39,1,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
White,Male,57,1110,2141,2.61,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
White,Female,57,1522,2141,2.91,1,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Asian,Male,75,1591,2141,0.67,0,1,0,1,0,0,1,0,0,0,1,0
Asian,Male,73,1331,2141,2.44,1,4,2,1,0,1,2,0.25,0.5,0.5,1,0
Hispanic,Female,60,974,2141,1.51,1,4,0,0,1,4,4,1,1,0,1,1
Asian,Male,85,1414,2141,0.52,0,4,2,2,0,0,2,0,0,0.5,1,0
Multi,Male,88,1398,2141,1.56,0,5,0,3,0,2,5,0.4,0.4,0,0,1
Multi,Female,93,1282,2141,1.16,1,4,0,0,3,4,4,1,1,0,0,1
White,Female,78,1192,2141,2.55,1,1,0,0,0,1,1,1,1,0,0,0
Asian,Male,51,1561,2141,0.62,0,4,0,1,1,3,4,0.75,0.75,0,0,1
White,Female,83,1144,2131,1.03,1,1,1,0,0,0,0,0,NA,1,0,0
Hispanic,Female,82,1321,2141,1.41,0,4,1,2,0,1,3,0.25,0.333333333,0.25,1,1
Hispanic,Male,80,988,2141,0.83,0,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Afram,Male,87,1568,2141,2.52,1,1,0,1,0,0,1,0,0,0,0,0
Afram,Male,73,1138,2141,1.42,1,3,0,0,1,3,3,1,1,0,0,1
Hispanic,Female,81,1228,2141,2.17,1,8,1,4,0,3,7,0.375,0.428571429,0.125,3,1
Hispanic,Female,81,1357,2141,0.77,0,5,1,4,0,0,4,0,0,0.2,2,1
Afram,Female,68,1221,2141,3.74,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
Afram,Female,98,1186,2141,2.83,1,4,0,3,0,1,4,0.25,0.25,0,0,1
Asian,Male,79,1000,2141,1.16,0,3,1,0,0,2,2,0.666666667,1,0.333333333,1,0
Asian,Male,69,1532,2141,3.72,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Asian,Male,100,1291,2131,2.14,1,2,1,0,0,1,1,0.5,1,0.5,1,0
Multi,Female,69,1586,2141,2.42,1,4,1,1,2,2,3,0.5,0.666666667,0.25,1,1
Multi,Female,78,1519,2141,3.88,1,1,0,0,0,1,1,1,1,0,0,0
White,Male,85,1114,2141,3.5,1,3,0,0,0,3,3,1,1,0,1,1
White,Female,58,1374,2141,3.94,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
White,Male,62,1094,2141,2.2,1,7,1,3,1,3,6,0.428571429,0.5,0.142857143,1,1
White,Male,83,934,2141,1.92,0,3,0,1,2,2,3,0.666666667,0.666666667,0,0,1
Asian,Female,56,1187,2141,3.66,1,3,1,2,0,0,2,0,0,0.333333333,0,0
Multi,Female,82,1156,2141,1.68,1,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Afram,Male,66,1137,2141,3.06,1,2,0,1,0,1,2,0.5,0.5,0,0,0
White,Male,85,1305,2141,3.98,1,4,0,1,2,3,4,0.75,0.75,0,0,1
White,Female,60,1205,2131,0.61,0,3,1,0,0,2,2,0.666666667,1,0.333333333,0,0
Hispanic,Female,68,1588,2141,2.73,1,1,0,0,0,1,1,1,1,0,0,0
Afram,Male,87,998,2141,2.2,1,6,0,1,2,5,6,0.833333333,0.833333333,0,1,1
Hispanic,Female,73,1517,2141,2.75,1,5,0,2,2,3,5,0.6,0.6,0,0,1
Asian,Female,82,1285,2141,1.94,1,3,0,0,0,3,3,1,1,0,0,1
White,Female,92,1547,2141,3.33,1,5,0,1,1,4,5,0.8,0.8,0,0,1
Afram,Male,86,983,2141,2.37,1,3,0,3,0,0,3,0,0,0,0,1
White,Female,90,1200,2141,2.6,1,1,1,0,0,0,0,0,NA,1,0,0
Afram,Female,79,949,2141,3.22,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Afram,Male,74,1092,2141,2.42,1,7,1,3,1,3,6,0.428571429,0.5,0.142857143,2,1
White,Male,72,1158,2141,3.82,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Multi,Male,72,1390,2131,1.12,1,4,3,0,0,1,1,0.25,1,0.75,0,0
White,Male,75,1013,2141,1.83,0,1,0,1,0,0,1,0,0,0,0,0
Hispanic,Female,85,1489,2141,1.08,0,1,0,0,1,1,1,1,1,0,0,0
White,Male,90,1534,2141,0.71,0,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Multi,Female,82,1333,2141,3.38,0,5,2,2,0,1,3,0.2,0.333333333,0.4,2,1
Multi,Female,89,1522,2141,2.4,1,3,0,0,1,3,3,1,1,0,0,1
White,Male,74,1525,2141,1.28,1,4,3,1,0,0,1,0,0,0.75,0,0
Hispanic,Female,97,1151,2141,2.91,1,10,3,3,2,4,7,0.4,0.571428571,0.3,1,1
Afram,Female,84,1373,2141,1.34,0,2,1,0,0,1,1,0.5,1,0.5,0,0
Asian,Male,80,1034,2141,0.59,0,5,0,3,1,2,5,0.4,0.4,0,1,1
White,Male,79,1224,2141,2.45,1,3,2,0,0,1,1,0.333333333,1,0.666666667,1,0
Afram,Male,94,1279,2131,1.38,1,4,1,0,0,3,3,0.75,1,0.25,1,1
Multi,Male,86,979,2141,2.42,1,1,0,0,0,1,1,1,1,0,0,0
